part_rownum|p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
part_13722|13720|metallic moccasin almond blue white|Manufacturer#4           |Brand#42  |STANDARD PLATED STEEL|32|JUMBO JAR |1633.72|nag silent, f
part_13723|13721|peach pale sandy puff plum|Manufacturer#1           |Brand#11  |PROMO BRUSHED COPPER|31|MED DRUM  |1634.72|above the bold inst
part_13724|13722|papaya tomato goldenrod cream black|Manufacturer#1           |Brand#12  |MEDIUM PLATED COPPER|4|WRAP BAG  |1635.72|efully regular inst
part_13725|13723|light forest snow sandy lavender|Manufacturer#3           |Brand#31  |ECONOMY POLISHED NICKEL|27|JUMBO BOX |1636.72|heodolites haggle iro
part_13726|13724|green lime mint ghost orange|Manufacturer#2           |Brand#22  |STANDARD ANODIZED TIN|12|MED PKG   |1637.72|accounts use ag
part_13727|13725|firebrick misty khaki thistle rosy|Manufacturer#4           |Brand#42  |STANDARD BRUSHED NICKEL|27|MED PKG   |1638.72|carefully 
part_13728|13726|puff beige aquamarine cyan peru|Manufacturer#3           |Brand#32  |SMALL POLISHED STEEL|42|LG CAN    |1639.72|ironically regular pi
part_13729|13727|goldenrod spring gainsboro dodger saddle|Manufacturer#5           |Brand#53  |LARGE BRUSHED NICKEL|36|SM CASE   |1640.72|its. reg
part_13730|13728|lawn snow green blue sky|Manufacturer#2           |Brand#25  |LARGE BRUSHED BRASS|1|SM CASE   |1641.72|instructions? fu
part_13731|13729|almond spring thistle beige burlywood|Manufacturer#4           |Brand#42  |ECONOMY BRUSHED COPPER|40|WRAP JAR  |1642.72|ing to 
part_13732|13730|cornsilk coral sky floral pale|Manufacturer#4           |Brand#42  |MEDIUM POLISHED STEEL|23|WRAP PACK |1643.73|s wake alon
part_13733|13731|olive moccasin papaya cyan goldenrod|Manufacturer#4           |Brand#42  |LARGE PLATED BRASS|45|SM BOX    |1644.73|s cajole furi
part_13734|13732|puff sienna navajo cream lime|Manufacturer#5           |Brand#54  |MEDIUM BRUSHED TIN|41|MED BOX   |1645.73|ess accounts
part_13735|13733|sienna medium navy magenta sky|Manufacturer#1           |Brand#13  |PROMO PLATED STEEL|40|WRAP PACK |1646.73|y. unusual excuses 
part_13736|13734|pink rose lime indian forest|Manufacturer#2           |Brand#25  |PROMO BRUSHED NICKEL|4|MED DRUM  |1647.73|ts sleep slyly? fina
part_13737|13735|royal indian sky midnight puff|Manufacturer#1           |Brand#13  |ECONOMY PLATED COPPER|11|WRAP PKG  |1648.73|nusual packa
part_13738|13736|sienna slate deep peru white|Manufacturer#1           |Brand#14  |MEDIUM ANODIZED STEEL|1|SM BOX    |1649.73|sts wak
part_13739|13737|rose peach lime blush almond|Manufacturer#5           |Brand#55  |MEDIUM PLATED BRASS|44|JUMBO BOX |1650.73|t pint
part_13740|13738|coral beige lime floral lace|Manufacturer#3           |Brand#34  |SMALL ANODIZED BRASS|25|JUMBO BOX |1651.73| quickly 
part_13741|13739|magenta azure peru burlywood pale|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED COPPER|32|LG PKG    |1652.73|ding, final pa
part_13742|13740|midnight steel peach plum drab|Manufacturer#2           |Brand#22  |MEDIUM POLISHED BRASS|45|LG JAR    |1653.74|e the
part_13743|13741|steel burnished rosy snow hot|Manufacturer#1           |Brand#15  |PROMO BRUSHED TIN|32|LG PKG    |1654.74|ate slyly after 
part_13744|13742|lace bisque lavender frosted snow|Manufacturer#1           |Brand#13  |STANDARD ANODIZED STEEL|35|MED CAN   |1655.74|furiously unusual w
part_13745|13743|red cyan green floral frosted|Manufacturer#5           |Brand#51  |STANDARD POLISHED COPPER|50|LG DRUM   |1656.74|le across t
part_13746|13744|brown azure chartreuse cornflower dim|Manufacturer#5           |Brand#51  |STANDARD POLISHED STEEL|36|WRAP BAG  |1657.74|carefully 
part_13747|13745|dim bisque white pale orange|Manufacturer#4           |Brand#43  |LARGE BRUSHED STEEL|25|MED CAN   |1658.74|haggl
part_13748|13746|hot floral black seashell slate|Manufacturer#3           |Brand#34  |STANDARD PLATED COPPER|4|WRAP BAG  |1659.74|ly even requests. fu
part_13749|13747|blue steel indian slate frosted|Manufacturer#3           |Brand#31  |PROMO BRUSHED BRASS|25|LG PKG    |1660.74|ns detect above the f
part_13750|13748|cornsilk purple misty steel dim|Manufacturer#4           |Brand#43  |MEDIUM BRUSHED NICKEL|8|WRAP PACK |1661.74|uthless deposi
part_13751|13749|saddle royal sky snow honeydew|Manufacturer#3           |Brand#35  |STANDARD ANODIZED NICKEL|44|WRAP CASE |1662.74|al pinto b
part_13752|13750|blush thistle lemon floral peach|Manufacturer#3           |Brand#32  |LARGE PLATED BRASS|3|JUMBO BOX |1663.75|lly s
part_13753|13751|misty frosted powder purple lavender|Manufacturer#2           |Brand#25  |LARGE BRUSHED STEEL|5|LG CAN    |1664.75|. blithely unus
part_13754|13752|chartreuse beige pale tomato seashell|Manufacturer#5           |Brand#54  |STANDARD PLATED COPPER|6|JUMBO PKG |1665.75|y even e
part_13755|13753|firebrick sandy papaya powder lawn|Manufacturer#5           |Brand#53  |PROMO BRUSHED COPPER|23|MED CASE  |1666.75|packages c
part_13756|13754|lace snow indian light misty|Manufacturer#5           |Brand#55  |STANDARD POLISHED COPPER|19|MED PACK  |1667.75|t ideas. sl
part_13757|13755|royal hot snow violet seashell|Manufacturer#5           |Brand#51  |LARGE BURNISHED BRASS|24|LG PKG    |1668.75|uctions cajole along
part_13758|13756|peach goldenrod dim cyan seashell|Manufacturer#2           |Brand#24  |LARGE PLATED TIN|9|WRAP JAR  |1669.75|eve car
part_13759|13757|gainsboro plum almond drab puff|Manufacturer#4           |Brand#42  |PROMO BURNISHED NICKEL|20|SM CASE   |1670.75|y. blithely final 
part_13760|13758|wheat sienna turquoise spring goldenrod|Manufacturer#1           |Brand#13  |LARGE ANODIZED NICKEL|11|JUMBO CAN |1671.75| excuses. blithely s
part_13761|13759|steel misty sandy spring powder|Manufacturer#2           |Brand#23  |ECONOMY ANODIZED STEEL|38|SM BOX    |1672.75|haggle. sly braids da
part_13762|13760|lawn hot dodger lemon ivory|Manufacturer#3           |Brand#33  |MEDIUM PLATED BRASS|1|JUMBO DRUM|1673.76|lar foxes. carefully p
part_13763|13761|sandy tan midnight gainsboro steel|Manufacturer#3           |Brand#32  |LARGE BURNISHED NICKEL|24|JUMBO PKG |1674.76|the even
part_13764|13762|blue black powder rose purple|Manufacturer#5           |Brand#54  |MEDIUM POLISHED COPPER|16|SM DRUM   |1675.76|g to the ironic t
part_13765|13763|blue spring forest navajo blanched|Manufacturer#1           |Brand#15  |STANDARD PLATED TIN|45|LG CAN    |1676.76|y silent ac
part_13766|13764|royal peru misty white spring|Manufacturer#3           |Brand#33  |ECONOMY BRUSHED TIN|20|WRAP CAN  |1677.76|s wake s
part_13767|13765|frosted white moccasin bisque indian|Manufacturer#2           |Brand#21  |ECONOMY BURNISHED COPPER|45|LG CAN    |1678.76|egular deposits 
part_13768|13766|royal spring cream olive rose|Manufacturer#2           |Brand#21  |SMALL ANODIZED STEEL|31|WRAP PKG  |1679.76| even 
part_13769|13767|medium midnight moccasin navajo olive|Manufacturer#1           |Brand#15  |ECONOMY BRUSHED STEEL|39|LG BAG    |1680.76|nstruct
part_13770|13768|drab lace cream yellow slate|Manufacturer#5           |Brand#55  |SMALL BRUSHED STEEL|42|WRAP BAG  |1681.76| quickl
part_13771|13769|goldenrod tomato violet powder forest|Manufacturer#3           |Brand#32  |LARGE BURNISHED NICKEL|13|MED PACK  |1682.76|sual ideas. foxes b
part_13772|13770|chiffon forest ghost floral steel|Manufacturer#4           |Brand#45  |SMALL POLISHED TIN|27|LG CASE   |1683.77|y against th
part_13773|13771|purple hot lavender spring thistle|Manufacturer#3           |Brand#35  |LARGE BURNISHED TIN|33|SM BOX    |1684.77|lly ironi
part_13774|13772|lime goldenrod yellow cyan orange|Manufacturer#4           |Brand#41  |MEDIUM PLATED STEEL|21|SM DRUM   |1685.77|ges cajole rut
part_13775|13773|seashell tan papaya burlywood lace|Manufacturer#1           |Brand#12  |ECONOMY BRUSHED BRASS|30|MED JAR   |1686.77|g to 
part_13776|13774|blush frosted goldenrod smoke ivory|Manufacturer#3           |Brand#31  |STANDARD PLATED BRASS|24|WRAP PACK |1687.77|ccounts cajole carefu
part_13777|13775|cornsilk lace deep mint maroon|Manufacturer#1           |Brand#13  |SMALL ANODIZED STEEL|10|MED BOX   |1688.77|ckages c
part_13778|13776|seashell grey deep navajo wheat|Manufacturer#1           |Brand#11  |PROMO PLATED BRASS|34|LG CAN    |1689.77|es. slyly ironic i
part_13779|13777|blush lace dodger thistle papaya|Manufacturer#5           |Brand#54  |STANDARD POLISHED TIN|44|SM CAN    |1690.77|ong the blithely i
part_13780|13778|magenta moccasin midnight smoke forest|Manufacturer#1           |Brand#12  |MEDIUM BRUSHED COPPER|40|WRAP PACK |1691.77|ing depend
part_13781|13779|cornflower black drab turquoise dark|Manufacturer#4           |Brand#43  |LARGE PLATED TIN|32|SM BAG    |1692.77|doggedly even deposi
part_13782|13780|olive almond purple orange lime|Manufacturer#3           |Brand#34  |MEDIUM PLATED TIN|20|WRAP BAG  |1693.78|fily 
part_13783|13781|antique black dodger sandy papaya|Manufacturer#5           |Brand#51  |STANDARD PLATED BRASS|18|LG PACK   |1694.78|leep furiou
part_13784|13782|lawn brown wheat beige olive|Manufacturer#3           |Brand#34  |PROMO ANODIZED COPPER|45|MED BAG   |1695.78|ular, unusua
part_13785|13783|khaki saddle slate cyan dim|Manufacturer#5           |Brand#55  |ECONOMY POLISHED COPPER|10|JUMBO CAN |1696.78|eodolites. b
part_13786|13784|misty cyan seashell beige orchid|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED BRASS|15|WRAP JAR  |1697.78|ages. fin
part_13787|13785|seashell burnished cornflower antique sandy|Manufacturer#5           |Brand#51  |MEDIUM BRUSHED TIN|12|LG CAN    |1698.78|pending deposit
part_13788|13786|azure salmon goldenrod turquoise burlywood|Manufacturer#5           |Brand#51  |ECONOMY POLISHED BRASS|39|JUMBO CAN |1699.78|bove the 
part_13789|13787|seashell drab sky yellow tomato|Manufacturer#2           |Brand#21  |STANDARD POLISHED BRASS|37|JUMBO JAR |1700.78|t the slyly regular i
part_13790|13788|dodger yellow brown turquoise lemon|Manufacturer#2           |Brand#21  |MEDIUM ANODIZED BRASS|37|JUMBO JAR |1701.78|he blithe soma
part_13791|13789|aquamarine cream yellow rosy coral|Manufacturer#4           |Brand#43  |SMALL BRUSHED COPPER|8|MED BOX   |1702.78|ccordin
part_13792|13790|burlywood mint antique gainsboro azure|Manufacturer#4           |Brand#43  |LARGE BRUSHED BRASS|25|JUMBO JAR |1703.79|e slyly ironic deposit
part_13793|13791|honeydew red cornsilk azure seashell|Manufacturer#1           |Brand#13  |LARGE BURNISHED COPPER|45|MED BOX   |1704.79| requests. fina
part_13794|13792|midnight blanched medium azure snow|Manufacturer#3           |Brand#33  |SMALL PLATED BRASS|3|LG PACK   |1705.79|e the theo
part_13795|13793|tomato burlywood hot black azure|Manufacturer#3           |Brand#33  |STANDARD PLATED BRASS|27|MED JAR   |1706.79|e regular,
part_13796|13794|azure tomato powder blush puff|Manufacturer#1           |Brand#14  |SMALL BRUSHED NICKEL|32|SM CAN    |1707.79|usual, regular 
part_13797|13795|rosy cornflower misty lavender brown|Manufacturer#1           |Brand#15  |LARGE PLATED TIN|31|JUMBO BOX |1708.79| acco
part_13798|13796|purple violet goldenrod almond navy|Manufacturer#4           |Brand#41  |STANDARD BURNISHED NICKEL|32|SM DRUM   |1709.79|g furiously somet
part_13799|13797|brown ivory indian peach plum|Manufacturer#1           |Brand#13  |MEDIUM BURNISHED NICKEL|43|WRAP CAN  |1710.79|. quickly final
part_13800|13798|yellow indian cream seashell rose|Manufacturer#3           |Brand#35  |MEDIUM ANODIZED TIN|21|LG CAN    |1711.79|e busy
part_13801|13799|navajo violet orange peach metallic|Manufacturer#3           |Brand#31  |ECONOMY POLISHED COPPER|15|SM BOX    |1712.79|he blithely regular f
part_13802|13800|azure puff navy salmon thistle|Manufacturer#1           |Brand#12  |ECONOMY BRUSHED STEEL|11|MED BAG   |1713.80|ckages
part_13803|13801|thistle navy moccasin sienna almond|Manufacturer#1           |Brand#14  |ECONOMY ANODIZED STEEL|17|JUMBO JAR |1714.80|yly regular ac
part_13804|13802|yellow almond orange cornflower black|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED NICKEL|32|MED CAN   |1715.80|over the qui
part_13805|13803|lace honeydew papaya powder blush|Manufacturer#2           |Brand#22  |MEDIUM POLISHED TIN|7|MED PKG   |1716.80|hins. quickly sp
part_13806|13804|moccasin maroon burnished khaki blanched|Manufacturer#1           |Brand#12  |SMALL ANODIZED TIN|28|LG BAG    |1717.80| pinto beans promise--
part_13807|13805|lawn moccasin brown linen green|Manufacturer#3           |Brand#34  |ECONOMY POLISHED TIN|35|WRAP JAR  |1718.80|ily regular 
part_13808|13806|rosy sienna salmon dodger hot|Manufacturer#3           |Brand#34  |ECONOMY POLISHED STEEL|32|MED DRUM  |1719.80| packages. ir
part_13809|13807|royal yellow grey khaki lemon|Manufacturer#5           |Brand#54  |MEDIUM ANODIZED TIN|5|JUMBO CAN |1720.80| silent tithes c
part_13810|13808|black cyan burlywood chocolate forest|Manufacturer#4           |Brand#42  |SMALL PLATED NICKEL|35|JUMBO BOX |1721.80|structions cajole
part_13811|13809|cream drab grey chiffon cornflower|Manufacturer#5           |Brand#51  |ECONOMY ANODIZED BRASS|47|LG JAR    |1722.80|ld dolphins
part_13812|13810|dark goldenrod wheat cornflower snow|Manufacturer#2           |Brand#21  |SMALL POLISHED NICKEL|38|MED BAG   |1723.81|even deposits wa
part_13813|13811|snow cream white ghost purple|Manufacturer#4           |Brand#42  |STANDARD BURNISHED BRASS|15|JUMBO CAN |1724.81|ress depo
part_13814|13812|lavender lemon azure papaya thistle|Manufacturer#3           |Brand#34  |ECONOMY POLISHED BRASS|34|MED JAR   |1725.81|final
part_13815|13813|gainsboro linen black tomato spring|Manufacturer#2           |Brand#21  |SMALL PLATED TIN|14|WRAP PACK |1726.81| slyl
part_13816|13814|burnished slate navajo deep frosted|Manufacturer#4           |Brand#44  |ECONOMY BRUSHED TIN|49|JUMBO BAG |1727.81|s snooze alongside o
part_13817|13815|smoke spring indian burlywood white|Manufacturer#4           |Brand#42  |ECONOMY POLISHED BRASS|20|JUMBO BOX |1728.81|tes wake alongsi
part_13818|13816|almond olive pale honeydew metallic|Manufacturer#1           |Brand#13  |SMALL BURNISHED BRASS|22|SM DRUM   |1729.81|tes? regular courts us
part_13819|13817|coral gainsboro dim rose cyan|Manufacturer#3           |Brand#31  |ECONOMY BRUSHED BRASS|28|MED CAN   |1730.81|unusual deposit
part_13820|13818|magenta brown pale lace cyan|Manufacturer#2           |Brand#24  |ECONOMY BRUSHED BRASS|44|MED BOX   |1731.81|nal accounts. ironic
part_13821|13819|orchid spring chiffon beige plum|Manufacturer#3           |Brand#32  |PROMO BRUSHED BRASS|33|WRAP CASE |1732.81|ular foxe
part_13822|13820|chartreuse rosy beige honeydew mint|Manufacturer#2           |Brand#23  |PROMO BRUSHED BRASS|5|JUMBO BAG |1733.82|he fluffil
part_13823|13821|firebrick orange blue sienna purple|Manufacturer#3           |Brand#32  |LARGE ANODIZED NICKEL|43|JUMBO BAG |1734.82|oxes. ironic r
part_13824|13822|light firebrick snow mint navajo|Manufacturer#3           |Brand#32  |PROMO PLATED NICKEL|34|WRAP CASE |1735.82|deposits haggle
part_13825|13823|plum rosy violet drab slate|Manufacturer#5           |Brand#54  |SMALL PLATED COPPER|9|LG JAR    |1736.82|gular, p
part_13826|13824|aquamarine deep violet powder rose|Manufacturer#2           |Brand#22  |STANDARD BURNISHED TIN|47|LG BAG    |1737.82|ual somas do unwin
part_13827|13825|cornsilk turquoise dim goldenrod bisque|Manufacturer#4           |Brand#42  |ECONOMY PLATED COPPER|8|MED CAN   |1738.82|tions. instr
part_13828|13826|cyan frosted azure white chartreuse|Manufacturer#2           |Brand#22  |MEDIUM PLATED TIN|38|JUMBO PKG |1739.82|yly. furiously 
part_13829|13827|sky navajo frosted hot puff|Manufacturer#3           |Brand#31  |ECONOMY POLISHED NICKEL|20|JUMBO JAR |1740.82|blithely eve
part_13830|13828|dim burlywood chartreuse peru misty|Manufacturer#3           |Brand#35  |STANDARD POLISHED COPPER|15|MED BOX   |1741.82|lithely about th
part_13831|13829|plum lime lace dodger sandy|Manufacturer#5           |Brand#54  |STANDARD PLATED NICKEL|41|LG CAN    |1742.82|uests. bl
part_13832|13830|slate misty blue lace saddle|Manufacturer#5           |Brand#52  |ECONOMY BRUSHED BRASS|18|LG PKG    |1743.83|haggle silent reques
part_13833|13831|snow cyan peach gainsboro deep|Manufacturer#5           |Brand#53  |STANDARD ANODIZED TIN|43|LG PKG    |1744.83|. quickly final packa
part_13834|13832|black chiffon frosted blanched pale|Manufacturer#5           |Brand#55  |SMALL POLISHED BRASS|44|MED BOX   |1745.83| quickly
part_13835|13833|ivory turquoise peach purple yellow|Manufacturer#5           |Brand#53  |STANDARD BURNISHED COPPER|35|WRAP BOX  |1746.83|telets. fi
part_13836|13834|lawn blue dim purple lime|Manufacturer#5           |Brand#53  |ECONOMY BURNISHED STEEL|42|SM JAR    |1747.83|. permanently regular
part_13837|13835|lime cornsilk sky cyan purple|Manufacturer#4           |Brand#44  |LARGE BRUSHED COPPER|43|WRAP PACK |1748.83|packages cajole 
part_13838|13836|saddle pale navajo almond powder|Manufacturer#5           |Brand#55  |STANDARD BURNISHED NICKEL|36|WRAP PKG  |1749.83|ests?
part_13839|13837|brown dark steel navajo slate|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED STEEL|1|WRAP JAR  |1750.83|encies. slowly ir
part_13840|13838|black sky red lavender navy|Manufacturer#3           |Brand#33  |STANDARD BURNISHED COPPER|20|LG CASE   |1751.83|tes. regular pinto
part_13841|13839|almond violet papaya coral chiffon|Manufacturer#3           |Brand#34  |SMALL ANODIZED STEEL|19|SM JAR    |1752.83|hould have to detect a
part_13842|13840|spring cyan midnight hot steel|Manufacturer#1           |Brand#13  |ECONOMY POLISHED STEEL|21|LG JAR    |1753.84|ages sleep bl
part_13843|13841|dodger coral orange grey magenta|Manufacturer#2           |Brand#24  |MEDIUM BRUSHED NICKEL|39|SM PACK   |1754.84|nic, regular 
part_13844|13842|goldenrod deep aquamarine saddle white|Manufacturer#2           |Brand#24  |STANDARD PLATED NICKEL|36|LG BOX    |1755.84|structions. courts are
part_13845|13843|chiffon thistle snow drab blanched|Manufacturer#5           |Brand#55  |STANDARD BRUSHED BRASS|36|SM PACK   |1756.84|excuses. carefully 
part_13846|13844|cyan tomato chocolate hot almond|Manufacturer#5           |Brand#54  |STANDARD PLATED BRASS|3|LG CAN    |1757.84|. idly eve
part_13847|13845|blue peach tan hot cornsilk|Manufacturer#2           |Brand#24  |PROMO ANODIZED STEEL|3|JUMBO DRUM|1758.84|ing ideas sleep blit
