orders_rownum|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment
orders_138342|553348|3463|O|129576.05|1997-06-22|1-URGENT       |Clerk#000000160|0|e ironic deposits. furiously regular not
orders_138343|553349|11695|O|166121.65|1998-07-18|1-URGENT       |Clerk#000000910|0| dugouts haggle final asymptotes. slyly e
orders_138344|553350|13231|O|124631.50|1998-01-16|4-NOT SPECIFIED|Clerk#000000987|0|onic accounts. requ
orders_138345|553351|4534|F|16398.13|1995-01-10|4-NOT SPECIFIED|Clerk#000000350|0|r ideas do cajole against the slow accounts. unusual deposits thrash blithely
orders_138346|553376|14809|F|230269.64|1992-01-14|5-LOW          |Clerk#000000350|0|st fluffily; regular foxes nag around the idly pendi
orders_138347|553377|10372|F|200340.00|1993-03-17|5-LOW          |Clerk#000000091|0|y unusual pinto beans. bl
orders_138348|553378|8716|F|4912.96|1992-01-29|1-URGENT       |Clerk#000000060|0|onic pearls from the carefu
orders_138349|553379|12631|F|232570.12|1994-08-15|1-URGENT       |Clerk#000000055|0|pending foxes according to the carefully regular deposits nag against the sl
orders_138350|553380|7388|F|44944.57|1994-10-05|1-URGENT       |Clerk#000000848|0|furiously dogged ideas. furiously final requests c
orders_138351|553381|6155|F|274905.77|1992-05-15|2-HIGH         |Clerk#000000475|0|o beans. foxes sleep. furiously pending th
orders_138352|553382|7792|F|156742.38|1993-08-28|3-MEDIUM       |Clerk#000000386|0| the slyly final instructio
orders_138353|553383|2734|O|33105.48|1998-01-28|5-LOW          |Clerk#000000375|0|ts above the even, regular instructions 
orders_138354|553408|2360|O|69439.19|1995-07-23|3-MEDIUM       |Clerk#000000477|0|ic accounts. quickly ironic dependencies haggle
orders_138355|553409|1582|F|24699.74|1992-02-26|1-URGENT       |Clerk#000000274|0|ut the carefully final 
orders_138356|553410|868|F|246475.68|1993-09-07|2-HIGH         |Clerk#000000486|0|ross the ironically regular somas. ironic, ironic requests slee
orders_138357|553411|10033|F|167151.48|1992-01-20|2-HIGH         |Clerk#000000610|0|thin excuses. furiou
orders_138358|553412|9515|F|174398.33|1992-12-02|1-URGENT       |Clerk#000000671|0|es along the special excuses sleep blithely dolphins. final foxes at the bol
orders_138359|553413|3655|O|176615.26|1998-02-21|3-MEDIUM       |Clerk#000000311|0|carefully bold pinto beans are care
orders_138360|553414|2179|F|103439.70|1992-01-17|5-LOW          |Clerk#000000625|0|egularly pending requests! asymptotes wa
orders_138361|553415|10615|F|252355.57|1992-03-26|5-LOW          |Clerk#000000960|0|ronic ideas integrate qui
orders_138362|553440|12625|F|164126.92|1992-12-05|1-URGENT       |Clerk#000000226|0|slowly. quickly final courts grow quickly across the accounts. bl
orders_138363|553441|1744|O|98035.83|1996-05-01|2-HIGH         |Clerk#000000006|0|gular requests on the express ideas eat fl
orders_138364|553442|11326|O|99174.13|1998-05-12|4-NOT SPECIFIED|Clerk#000000896|0|ly bold theodolites past the theodolites play i
orders_138460|553826|13126|F|15974.46|1994-07-26|1-URGENT       |Clerk#000000574|0| integrate blithely blithely ir
orders_138365|553443|4892|O|283713.76|1997-04-25|5-LOW          |Clerk#000000885|0|efully express packages about the carefully pending accounts w
orders_138366|553444|5929|F|111772.97|1993-05-24|4-NOT SPECIFIED|Clerk#000000800|0| platelets sleep blithely slyly regular dependencies. carefully regular
orders_138367|553445|14431|O|78963.83|1997-11-19|2-HIGH         |Clerk#000000732|0|ithely pending foxes.
orders_138368|553446|13783|O|185066.35|1997-04-21|2-HIGH         |Clerk#000000771|0|ar theodolites sleep slyly. 
orders_138369|553447|1780|F|117292.27|1994-11-18|5-LOW          |Clerk#000000674|0|ickly pending deposits. blithely final deposits across the carefully reg
orders_138370|553472|7477|O|104127.29|1995-07-19|1-URGENT       |Clerk#000000939|0|accounts sleep quickly final deposits. blithely
orders_138371|553473|9040|O|236610.24|1995-11-28|1-URGENT       |Clerk#000000815|0|courts detect furiously b
orders_138372|553474|5104|F|118898.17|1993-03-09|5-LOW          |Clerk#000000922|0|fully final packages are carefully. ironic, regular re
orders_138373|553475|6341|O|96528.77|1997-12-15|3-MEDIUM       |Clerk#000000297|0|ly bold accounts are furiously. furiously ironic foxes detect:
orders_138374|553476|7940|F|239072.82|1995-03-03|2-HIGH         |Clerk#000000077|0|to the furiously silen
orders_138375|553477|12082|O|128713.05|1997-09-23|5-LOW          |Clerk#000000274|0|thlessly express, close ideas. ideas boost slyly. regular theodolites a
orders_138376|553478|5273|F|15362.48|1994-05-30|1-URGENT       |Clerk#000000519|0|sely unusual asymptotes. quickly bold excuses detec
orders_138377|553479|12884|O|67597.94|1998-05-02|2-HIGH         |Clerk#000000397|0|ronic theodolites lose blithely sly platelets. blithely e
orders_138378|553504|11701|F|321924.92|1993-08-07|5-LOW          |Clerk#000000916|0|the regular dolphins use furiously pending 
orders_138379|553505|12386|F|236102.43|1992-10-28|3-MEDIUM       |Clerk#000000486|0|yly ironic pinto beans pla
orders_138380|553506|7825|O|155256.77|1998-06-28|2-HIGH         |Clerk#000000560|0|wake fluffily accounts. regular requests cajole slyly among the
orders_138381|553507|9787|O|196992.42|1997-02-07|3-MEDIUM       |Clerk#000000542|0| accounts. special, even foxes sleep. bravely final acco
orders_138382|553508|2681|F|38052.63|1994-04-05|3-MEDIUM       |Clerk#000000188|0| bold accounts. slyly regular dependencies haggle furiously foxes. bol
orders_138383|553509|5923|O|154996.70|1997-12-22|4-NOT SPECIFIED|Clerk#000000179|0|s print blithely against the quickly pending deposits. accou
orders_138384|553510|3740|P|100698.73|1995-03-28|2-HIGH         |Clerk#000000492|0|oss the even, regular accounts. idly specia
orders_138385|553511|7666|F|69346.14|1992-04-05|3-MEDIUM       |Clerk#000000504|0|refully unusual packages. blithely expr
orders_138386|553536|1832|O|173092.86|1995-06-10|1-URGENT       |Clerk#000000546|0|o beans against the furiously special instructions nag furiously 
orders_138387|553537|3529|O|39124.55|1998-05-05|1-URGENT       |Clerk#000000924|0|ptotes. unusual accounts are carefully against the foxe
orders_138388|553538|4240|O|144351.61|1997-02-01|4-NOT SPECIFIED|Clerk#000000190|0|riously final orbit
orders_138389|553539|9563|O|281619.75|1998-04-19|4-NOT SPECIFIED|Clerk#000000947|0| above the requests. quietly final asymptotes according to the quickl
orders_138390|553540|11069|F|266669.54|1995-01-28|1-URGENT       |Clerk#000000488|0|hes. unusual, regular dependencies use furiou
orders_138391|553541|11912|O|27630.04|1996-12-10|5-LOW          |Clerk#000000814|0|nts. bravely regular deposits haggle 
orders_138392|553542|12089|F|132455.13|1995-03-01|1-URGENT       |Clerk#000000076|0|arefully slyly express packages. regu
orders_138393|553543|14596|O|62993.12|1996-03-11|5-LOW          |Clerk#000000334|0|odolites nag above the final asymptotes. slyly ironic accounts detect
orders_138394|553568|13628|O|29463.95|1996-07-15|3-MEDIUM       |Clerk#000000024|0|old ideas among the regularly bold deposits c
orders_138395|553569|9661|O|50573.53|1996-11-15|4-NOT SPECIFIED|Clerk#000000688|0|ans use slyly ironic asymptotes. unusual packages slee
orders_138396|553570|10616|O|157701.29|1997-03-19|3-MEDIUM       |Clerk#000000451|0|xes wake blithely ideas. asymptotes boost: pending, final 
orders_138397|553571|9632|O|118094.18|1997-07-22|3-MEDIUM       |Clerk#000000580|0|oss the ironic instructions haggle carefully s
orders_138398|553572|299|O|20434.08|1998-04-02|3-MEDIUM       |Clerk#000000027|0|regular requests. regul
orders_138399|553573|7444|O|100971.63|1998-03-25|4-NOT SPECIFIED|Clerk#000000420|0|ons hinder blithely according to the furiously special dependencies. slyly 
orders_138400|553574|2783|F|98949.51|1994-04-04|1-URGENT       |Clerk#000000283|0|nal, final packages are according to the thinly fina
orders_138401|553575|6455|O|192963.57|1996-05-20|3-MEDIUM       |Clerk#000000601|0|ounts. bold, regular instructions sleep fluffily. platelets hag
orders_138402|553600|10348|P|161542.55|1995-04-17|4-NOT SPECIFIED|Clerk#000000718|0|. furiously unusual pack
orders_138403|553601|11996|F|71372.41|1992-05-29|4-NOT SPECIFIED|Clerk#000000019|0|furiously silent accounts impress slyly final depo
orders_138404|553602|13838|F|53422.59|1994-10-02|4-NOT SPECIFIED|Clerk#000000587|0|efully across the slyly ironic accounts. car
orders_138405|553603|11593|O|130735.91|1996-07-15|4-NOT SPECIFIED|Clerk#000000340|0| instructions breach fluffily carefully special packag
orders_138406|553604|13384|F|210819.74|1995-02-24|5-LOW          |Clerk#000000299|0|yly busy dependencies. blithely final packages aroun
orders_138407|553605|1825|F|18581.05|1992-02-08|1-URGENT       |Clerk#000001000|0|arls cajole fluffily carefully pending foxes. furiously ironic pinto bean
orders_138408|553606|2165|O|124846.05|1997-11-15|2-HIGH         |Clerk#000000616|0|xes cajole besides the regular excuses
orders_138409|553607|2959|O|264869.82|1997-12-16|3-MEDIUM       |Clerk#000000216|0| fluffily idle packag
orders_138410|553632|10120|O|51817.51|1996-08-10|5-LOW          |Clerk#000000784|0|ely regular accounts play furio
orders_138411|553633|6322|O|14240.94|1997-10-18|3-MEDIUM       |Clerk#000000451|0|r accounts cajole dolphins. furiously final wartho
orders_138412|553634|6296|O|236625.18|1996-07-19|5-LOW          |Clerk#000000557|0|lyly express ideas nod around the blithely final requests. spe
orders_138413|553635|12328|F|71743.37|1994-06-08|2-HIGH         |Clerk#000000794|0| quickly alongside of the regular, bold pinto beans. slyly fina
orders_138414|553636|6785|O|129296.69|1996-03-13|4-NOT SPECIFIED|Clerk#000000997|0| pinto beans use fluffily. quickly final requests are furiousl
orders_138415|553637|5657|F|213072.33|1994-04-21|3-MEDIUM       |Clerk#000000038|0| escapades promise quickly slyly unusual theodolites. 
orders_138416|553638|10148|O|164591.33|1996-03-05|1-URGENT       |Clerk#000000067|0|l, even notornis. quiet depos
orders_138417|553639|5251|F|131925.47|1994-02-22|4-NOT SPECIFIED|Clerk#000000135|0|er the blithely busy requests. furiously even accounts according 
orders_138418|553664|13516|F|149421.82|1992-05-29|2-HIGH         |Clerk#000000048|0|y special asymptotes across the slyly pending deposits serve sil
orders_138419|553665|8752|O|242072.76|1997-06-30|5-LOW          |Clerk#000000834|0| carefully against 
orders_138420|553666|11116|F|225086.78|1992-02-08|4-NOT SPECIFIED|Clerk#000000838|0|ithely. slyly final asymptotes doubt slyly. furio
orders_138421|553667|4924|F|189640.88|1993-08-23|1-URGENT       |Clerk#000000539|0|al pinto beans? quickly silent dependenc
orders_138422|553668|1588|F|100687.60|1993-07-31|3-MEDIUM       |Clerk#000000269|0|eposits. pinto beans affix carefully accounts. final platele
orders_138423|553669|13435|O|149852.88|1995-11-04|3-MEDIUM       |Clerk#000000134|0|unusual accounts after the slyly unu
orders_138424|553670|2281|F|150450.98|1993-01-31|3-MEDIUM       |Clerk#000000401|0|g pinto beans believe quickly. slyly unusual accounts are furiously a
orders_138425|553671|14338|F|29951.07|1995-01-09|2-HIGH         |Clerk#000000580|0|liers. blithely regular pinto beans haggle carefully slyly even tithes. flu
orders_138426|553696|6334|O|316055.61|1997-02-01|5-LOW          |Clerk#000000771|0|ending packages must h
orders_138427|553697|1321|F|260283.55|1993-03-09|1-URGENT       |Clerk#000000734|0|ly regular, stealthy asymptotes. even instructions wake blithely. blithely 
orders_138428|553698|11599|F|39965.28|1993-11-26|3-MEDIUM       |Clerk#000000251|0| cajole furiously even instru
orders_138429|553699|14077|O|192422.39|1996-03-22|5-LOW          |Clerk#000000411|0|ts. evenly special waters engage 
orders_138430|553700|11642|F|95556.32|1993-12-10|5-LOW          |Clerk#000000691|0|lly regular instructions sleep carefully unusual asymptotes. pending depo
orders_138431|553701|6245|F|226084.86|1993-07-27|3-MEDIUM       |Clerk#000000849|0|nstructions use according to the fluffily brave accounts. express, even foxes 
orders_138432|553702|583|O|12547.92|1998-07-03|2-HIGH         |Clerk#000000410|0|onic accounts. quickly bold packages acros
orders_138433|553703|12202|O|364935.55|1997-10-05|5-LOW          |Clerk#000000666|0|ously blithely final ideas. carefully even theodolite
orders_138434|553728|5215|O|210809.53|1997-06-12|5-LOW          |Clerk#000000237|0|olphins are along the slyly exp
orders_138435|553729|1667|F|168987.92|1993-07-09|4-NOT SPECIFIED|Clerk#000000203|0|kly bold Tiresias. slyly express courts sl
orders_138436|553730|12544|F|95051.82|1993-08-28|5-LOW          |Clerk#000000808|0|es around the carefully silent ac
orders_138437|553731|1802|F|267620.91|1995-02-15|2-HIGH         |Clerk#000000963|0|fix furiously across the regular accounts. furiously ir
orders_138438|553732|12055|O|81580.48|1998-01-29|5-LOW          |Clerk#000000764|0|n theodolites. pinto beans among the carefully ironic pinto beans use blith
orders_138439|553733|727|O|118601.63|1997-12-24|3-MEDIUM       |Clerk#000000470|0|usly instructions. accounts
orders_138440|553734|8768|O|163476.87|1996-11-30|5-LOW          |Clerk#000000092|0| fluffily pending dolphins are c
orders_138441|553735|7213|O|41487.99|1997-05-10|5-LOW          |Clerk#000000179|0|ronic foxes. carefully pending platelets according to the quickly even d
orders_138442|553760|2486|F|193323.06|1993-09-15|5-LOW          |Clerk#000000196|0|eans affix. fluffily even foxes might are above t
orders_138443|553761|10984|O|92859.12|1998-04-22|4-NOT SPECIFIED|Clerk#000000252|0|arefully regular packages. blithely daring inst
orders_138444|553762|2695|O|161540.14|1996-12-19|1-URGENT       |Clerk#000000431|0|nal packages. regular, silent pinto beans aff
orders_138445|553763|14050|F|257760.36|1992-06-20|4-NOT SPECIFIED|Clerk#000000526|0| the blithely regular
orders_138446|553764|9629|O|233492.69|1995-05-25|2-HIGH         |Clerk#000000763|0|sits. carefully unusual packages haggle fluffily regular wart
orders_138447|553765|10697|O|52192.54|1997-08-02|2-HIGH         |Clerk#000000047|0|p furiously furiously even hockey players. final accounts cajole en
orders_138448|553766|9358|F|157244.44|1992-02-04|4-NOT SPECIFIED|Clerk#000000733|0|unts wake furiously across the even theodo
orders_138449|553767|12035|O|86938.16|1997-08-25|4-NOT SPECIFIED|Clerk#000000802|0|ong the furiously regular accounts nag about the slowly unusu
orders_138450|553792|11131|F|214126.61|1993-04-27|5-LOW          |Clerk#000000201|0|cajole. final, ironic accounts about the boldly even pa
orders_138451|553793|11185|O|110003.38|1995-11-17|1-URGENT       |Clerk#000000074|0|t deposits. even pinto beans sleep a
orders_138452|553794|4328|F|115249.94|1993-03-02|2-HIGH         |Clerk#000000006|0|sual foxes cajole care
orders_138453|553795|6647|O|274643.89|1997-06-27|4-NOT SPECIFIED|Clerk#000000082|0|ily express packages sle
orders_138454|553796|2059|O|221365.27|1997-09-27|2-HIGH         |Clerk#000000714|0|s cajole sometimes ironic
orders_138455|553797|12865|O|90188.27|1996-10-25|2-HIGH         |Clerk#000000581|0| pinto beans sleep fluffily after t
orders_138456|553798|14107|O|196148.94|1998-02-15|1-URGENT       |Clerk#000000448|0|dugouts believe. blithely regular account
orders_138457|553799|4688|O|10036.41|1996-12-20|3-MEDIUM       |Clerk#000000748|0|y after the pending, even accounts. carefully final dependencies wak
orders_138458|553824|4711|O|86547.33|1995-08-18|5-LOW          |Clerk#000000078|0| slyly deposits! furiously regular accounts must have to
orders_138459|553825|13091|F|215865.15|1992-07-10|3-MEDIUM       |Clerk#000000723|0|requests. ironic fox
orders_138461|553827|8938|O|155556.86|1997-06-20|5-LOW          |Clerk#000000693|0|equests. regular instructions sleep. quickly ironic packag
orders_138462|553828|11660|F|160796.35|1993-09-15|3-MEDIUM       |Clerk#000000343|0|t the always even accounts. slyly regular deposits at the slyly final pin
orders_138463|553829|10949|O|231750.09|1997-02-17|1-URGENT       |Clerk#000000807|0|s. blithely even foxes will have to cajole furiously regular asym
orders_138464|553830|10630|O|197705.92|1996-08-16|2-HIGH         |Clerk#000000434|0|uickly express instructions affix fluffily
